,id,Unnamed: 0,unified_text,text_re,polarity,polarity_re,polarity_confidence,polarity_confidence_re,polarity_changed,polarity_conf_changed,subjectivity,subjectivity_re,subjectivity_confidence,subjectivity_confidence_re,subjectivity_changed,subjectivity_conf_changed
10,8.218671865034793e+17,48,Mrt breakdown no my problem it's time to sleep😴😴😴😴😴😴😴😴😴😴😴😬😬😬😬😴 (@ Jason Tan's Residence) https://t.co/dprd1LIAPK,mrt breakdown no my problem it's time to sleep:sleeping_face::sleeping_face::sleeping_face::sleeping_face::sleeping_face::sleeping_face::sleeping_face::sleeping_face::sleeping_face::sleeping_face::sleeping_face::grimacing_face::grimacing_face::grimacing_face::grimacing_face::sleeping_face: (@ jason tan's residence) https://t.co/dprd1liapk,neutral,neutral,0.7316680550575256,0.7316680550575256,0,0.0,subjective,subjective,1.0,1.0,0,0.0
11,9.37237986906968e+17,56,All aboard on the train to ORD 🚂 well at least this train doesn’t breakdown 🤷🏻‍♀️🤷🏼‍♂️ I think?… https://t.co/yfGj3YFhFg,all aboard on the train to ord :locomotive: well at least this train doesn’t breakdown :woman_shrugging_light_skin_tone::man_shrugging_medium-light_skin_tone: i think?… https://t.co/yfgj3yfhfg,positive,positive,0.4589987099170685,0.605937659740448,0,0.14693894982337952,subjective,subjective,1.0,0.9189633276991022,0,-0.08103667230089773
12,9.30600845162492e+17,57,Late for work today cos of train delay. #WhatsNewSMRT (@ Chubb Insurance Singapore Limited) https://t.co/aRVQuxMwyE,late for work today cos of train delay. #whatsnewsmrt (@ chubb insurance singapore limited) https://t.co/arvquxmwye,neutral,neutral,0.93020898103714,0.9081065654754639,0,-0.022102415561676025,objective,objective,0.999999999883768,0.9999999999983304,0,1.1456247062113789e-10
13,9.305930471081288e+17,58,Today is train fault tag team day?,today is train fault tag team day?,negative,negative,0.7073113322257996,0.7073113322257996,0,0.0,objective,objective,0.8720832455231036,0.9157192362301232,0,0.04363599070701962
14,9.305842944681738e+17,59,DID THE TRAIN JUST ANNOUNCE MY FIRST DELAY ON CIRCLE LINE?,did the train just announce my first delay on circle line?,negative,neutral,0.5079978108406067,0.6927433013916016,1,1.1847454905509949,subjective,objective,0.9999999999990128,0.5930824765296324,1,-1.4069175234693803
15,9.226258295357562e+17,60,EW line train fault. Sienz.,ew line train fault. bummer.,negative,negative,0.6260337233543396,0.9932872653007507,0,0.36725354194641113,unknown,subjective,0.0,0.88067618348021,1,1.88067618348021
16,9.226252492748184e+17,61,Train stopped at Paya lebar so long liao. Train fault?,train stopped at paya lebar so long already. train fault?,negative,negative,0.7196338176727295,0.809097409248352,0,0.08946359157562256,objective,objective,0.9675407198093532,0.992591712878626,0,0.02505099306927283
17,9.19421482110894e+17,62,It is just an open house today but already train fault. #DTL3OpenHouse https://t.co/yzyzY2xzij,it is just an open house today but already train fault. #dtl3openhouse https://t.co/yzyzy2xzij,neutral,neutral,0.7250472903251648,0.71855628490448,0,-0.0064910054206848145,subjective,subjective,1.0,1.0,0,0.0
18,9.126335433936486e+17,63,Taking the new Downtown #train service for the very first time. Please do not fail me. 😅 #jBGoesPublic,taking the new downtown #train service for the very first time. please do not fail me. :grinning_face_with_sweat: #jbgoespublic,negative,negative,0.5725160837173462,0.6229777932167053,0,0.05046170949935913,subjective,subjective,1.0,1.0,0,0.0
19,9.467700793072844e+17,65,"halfway thru at outram, everybody must get off the train because they need to fix it then must take shuttle bus wtf sot","halfway thru at outram, everybody must get off the train because they need to fix it then must take shuttle bus what the fuck sot",negative,negative,0.8509643077850342,0.8509643077850342,0,0.0,subjective,subjective,1.0,1.0,0,0.0
20,9.432669508970578e+17,67,everyone alight at adm because the mrt is not in service... i m soooo gonna be late,everyone alight at adm because the mrt is not in service... i m soooo gonna be late,negative,negative,0.8381630182266235,0.8381630182266235,0,0.0,objective,objective,0.925049632196974,0.9250496321969739,0,-1.1102230246251565e-16
21,9.423933670061344e+17,68,Please tell me all these “shuttles” for the mrt closure doesnt affect my normal bus interval timing 😭😭😭 im so late for my night shifts,please tell me all these “shuttles” for the mrt closure doesnt affect my normal bus interval timing :loudly_crying_face::loudly_crying_face::loudly_crying_face: im so late for my night shifts,negative,negative,0.9966201782226562,0.9778972268104553,0,-0.018722951412200928,subjective,subjective,1.0,1.0,0,0.0
22,9.409049627159348e+17,69,Dtl train fault AGAIN today. 😡,dtl train fault again today. :pouting_face:,neutral,neutral,0.5604714155197144,0.4894964396953583,0,-0.07097497582435608,subjective,subjective,0.9270793697356924,0.9784184194115143,0,0.051339049675822146
23,9.407380762964704e+17,70,@SMRT_Singapore is there any delay at EWL? Train is stopping at  stations longer than usual.,@smrt_singapore is there any delay at ewl? train is stopping at  stations longer than usual.,negative,negative,0.6692512631416321,0.8163788914680481,0,0.14712762832641602,objective,objective,0.9999941480218628,0.9999999999546791,0,5.851932816325345e-06
24,9.40543746457813e+17,71,"[運行情報]

19時24分

MyTransportよりますと、信号故障のため地下鉄ダウンタウン線約10分の遅れが出ています。

#mrt #delay #dtl #sbst","[operation information]

19:24

according to mytransport, there is a delay of about 10 minutes downtown subway line due to signal failure.

# mrt # delel # dtl # sbst",negative,negative,0.5493510961532593,0.9688847661018372,0,0.4195336699485779,objective,objective,0.9656988753291978,0.9993209274102673,0,0.0336220520810695
25,9.405350398125425e+17,72,@chengkelsey @cwingseng Current notice on the trains: “This train will stop here for a short while. We are sorry for the delay.” This is Telok Ayer station. https://t.co/XpyS9HLguC,@chengkelsey @cwingseng current notice on the trains: “this train will stop here for a short while. we are sorry for the delay.” this is telok ayer station. https://t.co/xpys9hlguc,negative,negative,0.8696047067642212,0.8696047067642212,0,0.0,subjective,subjective,1.0,1.0,0,0.0
26,9.405141089142866e+17,73,"Woke up late, forgot the umbrella, forgot to cook rice, train got delayed amongst other things. Brilliant really","woke up late, forgot the umbrella, forgot to cook rice, train got delayed amongst other things. brilliant really",negative,negative,0.9203908443450928,0.9203908443450928,0,0.0,objective,subjective,0.7732782766261982,0.6746169534164688,1,0.9013386767902706
27,9.389490578248008e+17,75,Train fault?  Eh I need to get to work pls,train fault?  eh i need to get to work please,negative,negative,0.7443718910217285,0.7910179495811462,0,0.046646058559417725,subjective,subjective,1.0,1.0,0,0.0
28,9.385731015576288e+17,76,"My god, when you tryna be early but end up late due to a train fault.","my god, when you tryna be early but end up late due to a train fault.",negative,negative,0.9820996522903442,0.9820996522903442,0,0.0,subjective,subjective,1.0,1.0,0,0.0
29,9.356679285060444e+17,79,@_zhrhx I hope ur train kena breakdown again 😁,@_zhrhx i hope ur train got breakdown again :beaming_face_with_smiling_eyes:,positive,positive,0.6554248332977295,0.7242961525917053,0,0.06887131929397583,objective,subjective,0.9831535518298116,0.6155287195676066,1,0.6323751677377951
30,9.36e+17,80,Train fault...,train fault...,negative,negative,0.6574624180793762,0.6574624180793762,0,0.0,subjective,subjective,0.9438212911676156,0.9308693675498291,0,-0.01295192361778641
31,9.353449727226634e+17,81,"Bad hair day, train delay, late for work! Awesome! 👏","bad hair day, train delay, late for work! awesome! :clapping_hands:",positive,positive,0.8855091333389282,0.8855091333389282,0,0.0,objective,subjective,0.998278823919246,0.9154258579554556,1,0.9171470340362095
32,9.338546691677632e+17,83,basically the only idiot that doesn’t take the time sheet for train delay is me la,basically the only idiot that doesn’t take the time sheet for train delay is me la,negative,negative,0.9185149669647216,0.9185149669647217,0,1.1102230246251565e-16,subjective,subjective,1.0,1.0,0,0.0
33,9.338518273128692e+17,84,already late and this train delay adding on la,already late and this train delay adding on la,negative,negative,0.8952094912528992,0.8952094912528992,0,0.0,subjective,subjective,0.9123395619920583,0.9123395619920585,0,0.0
34,9.336762569351412e+17,85,"Was working when one female commuter asked, 'Got train breakdown?'

That made me laughed xD","was working when one female commuter asked, 'got train breakdown?'

that made me laughed xd",negative,negative,0.4878774583339691,0.4878774583339691,0,0.0,subjective,subjective,1.0,1.0,0,0.0
35,9.336095233396e+17,86,then later the mrt delay/stuck bcos of some nonsense LOL https://t.co/J3xMthxcZi,then later the mrt delay/stuck bcos of some nonsense laughing out loud https://t.co/j3xmthxczi,negative,negative,0.7517839074134827,0.9156272411346436,0,0.1638433337211609,subjective,subjective,0.9230766558542756,0.9999795189521369,0,0.07690286309786143
36,9.335787150611416e+17,87,"No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our stars. We love the support shown at the #whileweareyoung8 roadshow! https://t.co/vi5XdyzrCV","no, this is not a scene from an mrt breakdown. it's a #ch8sg roadshow where fans get up close and personal with our stars. we love the support shown at the #whileweareyoung8 roadshow! https://t.co/vi5xdyzrcv",negative,negative,0.6760779023170471,0.741365373134613,0,0.06528747081756592,subjective,subjective,1.0,1.0,0,0.0
37,9.332725919717704e+17,88,Track fault near Juromg or something according to the MRT intercom thing,track fault near juroh my god or something according to the mrt intercom thing,neutral,negative,0.6394563317298889,0.48597252368927,1,-1.153483808040619,subjective,subjective,0.9997804968475248,0.9863173668082419,0,-0.0134631300392829
38,9.329662007446118e+17,89,train fault fuck.,train fault fuck.,negative,negative,0.9578123688697816,0.9578123688697815,0,-1.1102230246251565e-16,subjective,subjective,0.785058303071088,0.785058303071088,0,0.0
39,9.326022440583823e+17,90,Today lucky coz mrt breakdown when I'm reaching home ☺️☺️☺️,today lucky coz mrt breakdown when i'm reaching home :smiling_face:️:smiling_face:️:smiling_face:️,positive,positive,0.4419180154800415,0.4419180154800415,0,0.0,subjective,objective,1.0,0.9392414746319199,1,-1.06075852536808
40,9.31914950452306e+17,91,Fix the train system first ... https://t.co/XXcJ9ly7W8,fix the train system first ... https://t.co/xxcj9ly7w8,neutral,neutral,0.8532571196556091,0.8532571196556091,0,0.0,objective,objective,0.9929628898521958,0.6253395892396426,0,-0.3676233006125532
41,9.315324905979944e+17,92,"@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead is still at the next station"" fault, etc.","@mrbrown you're missing train fault, traction power fault, platform screen door fault, ponding fault, ""train ahead is still at the next station"" fault, etc.",negative,negative,0.999464213848114,0.999464213848114,0,0.0,subjective,subjective,1.0,1.0,0,0.0
42,9.314332149413356e+17,93,think even thomas the train moves faster 😢 i’m late for my appointment speed a lil up please ☹️,think even thomas the train moves faster :crying_face: i’m late for my appointment speed a lil up please :frowning_face:️,negative,negative,0.4259858131408691,0.42598581314086914,0,5.551115123125783e-17,objective,subjective,0.9716045617094096,0.8839200805609443,1,0.9123155188515348
43,9.31306406216589e+17,94,if the train is going to stop for more than 10 minutes at one stop im gng to b late,if the train is going to stop for more than 10 minutes at one stop im gng to b late,negative,negative,0.8466325402259827,0.8466325402259827,0,0.0,subjective,subjective,0.983218554631336,0.9832185546313361,0,2.220446049250313e-16
44,9.311911331950674e+17,95,I hope u enjoy too ^^ and don't be angry at the MRT fault today 😪,i hope u enjoy too ^^ and don't be angry at the mrt fault today :sleepy_face:,negative,negative,0.9874375462532043,0.9843024015426636,0,-0.0031351447105407715,subjective,subjective,1.0,0.9818122717960049,0,-0.018187728203995057
45,9.311786753948468e+17,96,Di ko kinaya ung train fault. Over time ka na nga minalas ka pa,i do not know train fault. you've been over time,neutral,negative,0.8809565901756287,0.9454660415649414,1,-0.9354905486106873,objective,subjective,0.50659390951151,1.0,1,1.49340609048849
46,9.311331915905148e+17,97,LATEST! North East Line resume normal service after train fault,latest! north east line resume normal service after train fault,negative,negative,0.9405481815338136,0.9297536015510559,0,-0.01079457998275768,subjective,objective,0.9976178270724616,0.9789734191655883,1,-1.0186444079068733
47,9.311272438241728e+17,98,Train breakdown? What's new? https://t.co/opayLBhE5K,train breakdown? what's new? https://t.co/opaylbhe5k,neutral,neutral,0.9880181550979614,0.9880181550979614,0,0.0,subjective,subjective,0.9969018042326502,0.9956013856268894,0,-0.0013004186057608003
48,9.31125413362856e+17,99,Casting this RPL APAC match in abit but I could be late due to train breakdowns everywhere in Singapore 😅 https://t.co/069OkdOfCu,casting this rpl apac match in abit but i could be late due to train breakdowns everywhere in singapore :grinning_face_with_sweat: https://t.co/069okdofcu,neutral,neutral,0.6993474364280701,0.9303740859031677,0,0.23102664947509766,subjective,subjective,1.0,0.9996890122134898,0,-0.0003109877865101751
49,9.311244511895183e+17,100,"Funniest shit is that Smrt Kena fuck because of sbs train fault today

HAHAHAHAHAHAHAHA","funniest shit is that smrt got fuck because of sbs train fault today

hahahahahahahaha",negative,negative,0.9907076358795166,0.9936811923980713,0,0.0029735565185546875,subjective,objective,0.9999048622456492,0.9984044177579432,1,-1.001500444487706
50,9.311200154277806e+17,101,Another mrt breakdown. 😱 https://t.co/Hd8fLjbImY,another mrt breakdown. :face_screaming_in_fear: https://t.co/hd8fljbimy,neutral,neutral,0.9435194730758668,0.9435194730758667,0,0.0,subjective,subjective,0.8353152316651145,0.9999999999952347,0,0.16468476833012025
51,9.311164114301216e+17,102,"LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault



Free buses available between Outram Park &amp; Farrer Park","latest! north east line disruption



there is no train service between outram park &amp; farrer park due to train fault



free buses available between outram park &amp; farrer park",negative,negative,0.7193400263786316,0.750430703163147,0,0.03109067678451538,subjective,objective,1.0,0.9999999996483708,1,-1.0000000003516292
52,9.311154404320788e+17,103,Train signalling fault again.... really????? @SMRT_Singapore,train signalling fault again.... really????? @smrt_singapore,negative,negative,0.9181540608406068,0.9181540608406067,0,-1.1102230246251565e-16,objective,objective,0.9999999989394008,0.999999999997689,0,1.0582881238008213e-09
53,9.31113252376928e+17,104,@SMRT_Singapore Please f update ur social media on any train fault,@smrt_singapore please f update ur social media on any train fault,negative,negative,0.8555068969726562,0.8555068969726562,0,0.0,subjective,objective,0.5249537291213703,0.9998449387611565,1,-0.5251087903602139
54,9.311123365798994e+17,105,Whole week of breakdown countrywide!! Gotta love the train system in Singapore! https://t.co/3Kgl4btZ60,whole week of breakdown countrywide!! gotta love the train system in singapore! https://t.co/3kgl4btz60,positive,positive,0.9932461977005004,0.9932461977005005,0,0.0,objective,objective,0.9917222090599688,0.9999987281248098,0,0.00827651906484106
55,9.311113722297713e+17,106,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park &amp; Farrer Park on the North East Line","latest! north east line delay



due to train fault near clarke quay, free public buses available between outram park &amp; farrer park on the north east line",negative,negative,0.865822970867157,0.7442772388458252,0,-0.12154573202133179,subjective,objective,0.9999185770680296,0.9999999999998122,1,-0.9999185770682173
56,9.311113005617152e+17,107,"Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Train delay uh ... nevermind lah”","students worries be like:

“oh no i need to give my submission late... grades gonna be affected” 



mrt be like:

“train delay uh ... nevermind lah”",negative,negative,0.946789801120758,0.9467898011207581,0,1.1102230246251565e-16,subjective,subjective,1.0,1.0,0,0.0
57,9.311100941917266e+17,108,Wtf did the train breakdown at Harbourfront............ come on now SMRT get your shit tgt,what the fuck did the train breakdown at harbourfront............ come on now smrt get your shit tgt,negative,negative,0.9005998969078064,0.9577646851539612,0,0.057164788246154785,subjective,objective,0.9656107241435078,0.9999818208450628,1,-0.9656289032984449
58,9.311089516214354e+17,109,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on the entire North East Line","latest! north east line delay



due to train fault near clarke quay, please expect additional 15mins travelling time on the entire north east line",negative,negative,0.9087819457054138,0.9703255295753479,0,0.06154358386993408,subjective,objective,0.9999969971288508,0.9994009672326437,1,-1.000596029896207
59,9.311060921881804e+17,110,Focking ell mate. NEL delayed to due train fault.,fucking hell mate. nel delayed to due train fault.,negative,negative,0.9918754696846008,0.9990015625953674,0,0.0071260929107666016,objective,objective,0.9999999861480576,0.9982631367439403,0,-0.0017368494041173355
60,9.311059865253272e+17,111,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 10MINS travelling time in the direction of PUNGGOL","latest! north east line delay



due to train fault near clarke quay, please expect additional 10mins travelling time in the direction of punggol",negative,negative,0.9087819457054138,0.9615530371665955,0,0.05277109146118164,objective,objective,0.5555914115280316,0.9999384392587751,0,0.4443470277307435
61,9.311045904596746e+17,112,"NEL train fault, no service from either directions while they fix the problem?¿?","nel train fault, no service from either directions while they fix the problem?¿?",negative,negative,0.9939271807670592,0.9925754070281982,0,-0.001351773738860973,subjective,subjective,1.0,1.0,0,0.0
62,9.31098136176554e+17,113,Can someone fix the MRT!!!,can someone fix the mrt!!!,negative,negative,0.5793130397796631,0.6063599586486816,0,0.027046918869018555,objective,objective,0.9989321919943164,0.999996410730794,0,0.0010642187364776623
63,9.309751267990528e+17,114,Mrt please stop delaying again I dont want to be late for school,mrt please stop delaying again i dont want to be late for school,negative,negative,0.9391283392906188,0.9391283392906189,0,1.1102230246251565e-16,subjective,subjective,1.0,0.986969376748474,0,-0.013030623251526041
64,9.309706200403968e+17,115,Wahhhhh. Fucking train fault,wahhhhh. fucking train fault,negative,negative,0.9986384510993958,0.9986384510993958,0,0.0,objective,objective,0.9999978076950956,0.9999994993583388,0,1.6916632431529521e-06
65,9.308077469743022e+17,116,Train got fault is one problem. The other problem now is your grammar also got fault https://t.co/ECkcWhHDun,train got fault is one problem. the other problem now is your grammar also got fault https://t.co/eckcwhhdun,negative,negative,0.9211670756340028,0.9211670756340027,0,-1.1102230246251565e-16,subjective,subjective,0.9388023118498348,0.9546766843284343,0,0.015874372478599685
66,9.307923693849108e+17,117,what is this smell lmao mrt nvr fail to amazed me,what is this smell laughing my ass off mrt nvr fail to amazed me,negative,negative,0.991065800189972,0.9984766840934753,0,0.007410883903503307,subjective,subjective,1.0,1.0,0,0.0
67,9.307750041988465e+17,118,@SMRT_Singapore Perhaps free MRT rides for everyone for the month of December considering how much inconvenience this is causing everyone? We can't constantly live our lives on the edge wondering if today's the day we'll get to work late.,@smrt_singapore perhaps free mrt rides for everyone for the month of december considering how much inconvenience this is causing everyone? we can't constantly live our lives on the edge wondering if today's the day we'll get to work late.,negative,negative,0.7466691136360168,0.8490386605262756,0,0.10236954689025879,subjective,subjective,1.0,1.0,0,0.0
68,9.30755833977172e+17,119,irritating gile babi pe train fault beh bus stop cramp nak mampos,irritating mad pig pe train fault beh bus stop cramp nak mampos,negative,negative,0.9995405673980712,0.9995974898338318,0,5.692243576060907e-05,objective,objective,0.6964201395121804,0.8356885839816989,0,0.13926844446951847
69,9.307540121560064e+17,120,amazing @SMRT_Singapore after i survived a train fault in the morning the red line at home now broke down,amazing @smrt_singapore after i survived a train fault in the morning the red line at home now broke down,negative,negative,0.4995466470718384,0.4995466470718384,0,0.0,objective,objective,0.9990883259979144,0.9999984013864026,0,0.0009100753884881962
70,9.307480828782674e+17,121,Everytg aint goin well for me today im pressed for time to go home but the train breakdown today is so bad it may take an additional one hour plus i only take 20 minutes to travel regularly wtf,everytg aint goin well for me today im pressed for time to go home but the train breakdown today is so bad it may take an additional one hour plus i only take 20 minutes to travel regularly what the fuck,negative,negative,0.7009263038635254,0.7009263038635254,0,0.0,subjective,subjective,1.0,1.0,0,0.0
71,9.307237399305664e+17,122,Government wants us to take public transport. But it always breaks down or delay our time. Look what happen now. People are injured due to the mrt incident. Please wake up our idea maybe🤔,government wants us to take public transport. but it always breaks down or delay our time. look what happen now. people are injured due to the mrt incident. please wake up our idea maybe:thinking_face:,negative,negative,0.9230952858924866,0.9230952858924866,0,0.0,subjective,subjective,1.0,1.0,0,0.0
72,9.307113247906284e+17,123,forever stuck in train fault,forever stuck in train fault,negative,negative,0.9628416895866394,0.9628416895866394,0,0.0,objective,objective,0.8954126322447309,0.8954126322447309,0,0.0
73,9.306982456717024e+17,124,Accidents just don't happen. They are a chain of critical events. So STOP being keyboard warriors if there is a train breakdown. It is not easy to change the mode of transport immediately but one can be calm and think of a way to travel and solve your problem.,accidents just don't happen. they are a chain of critical events. so stop being keyboard warriors if there is a train breakdown. it is not easy to change the mode of transport immediately but one can be calm and think of a way to travel and solve your problem.,negative,negative,0.8221214413642883,0.8737578392028809,0,0.05163639783859253,subjective,subjective,1.0,1.0,0,0.0
74,9.30646160863146e+17,125,Signal test till train can collide 🤦🏻‍♂️ https://t.co/2djcrZT5N5,signal test till train can collide :man_facepalming_light_skin_tone: https://t.co/2djcrzt5n5,neutral,neutral,0.9645686745643616,0.9645686745643616,0,0.0,objective,objective,0.9895234517941104,0.9851158986218893,0,-0.004407553172221079
75,9.3063404075076e+17,126,"LATEST! East West Line DELAY



Due to TRAIN FAULT at Joo Koon, pls expect additional 10MINS travelling time from Boon Lay to Tuas Link","latest! east west line delay



due to train fault at joo koon, please expect additional 10mins travelling time from boon lay to tuas link",negative,negative,0.8887593746185303,0.9756399393081665,0,0.08688056468963623,subjective,subjective,0.9999996912902136,0.9211993083043378,0,-0.07880038298587588
76,9.3060911205589e+17,127,"LATEST! East West Line DELAY



Due to TRAIN FAULT near Joo Koon, pls expect additional 30MINS travelling time from Queenstown to Tuas Link



Free public buses available between Jurong East &amp; Tuas Link","latest! east west line delay



due to train fault near joo koon, please expect additional 30mins travelling time from queenstown to tuas link



free public buses available between jurong east &amp; tuas link",negative,negative,0.9366173148155212,0.9752282500267029,0,0.03861093521118164,subjective,objective,0.974266186946824,0.9999985364550154,1,-0.9742676504918085
77,9.306076068753572e+17,128,"With the recent (almost) daily train breakdown announcement, my confidence of public transport system drops. #smrt","with the recent (almost) daily train breakdown announcement, my confidence of public transport system drops. #smrt",neutral,neutral,0.5913145542144775,0.5913145542144775,0,0.0,objective,objective,0.834738237060443,0.9226781272458155,0,0.08793989018537252
78,9.306017227701124e+17,129,why u wna do hands free gantries WHEN U CANT EVEN FIX UR TRAIN BREAKDOWNS FIRST THO,why u wna do hands free gantries when u cant even fix ur train breakdowns first tho,negative,negative,0.928015112876892,0.959581732749939,0,0.031566619873046986,subjective,objective,0.9999999985609932,0.9172321275746368,1,-1.0827678709863564
79,9.305992407404952e+17,130,Late cause of the train... whats new🤷🏻‍♂️,late cause of the train... whats new:man_shrugging_light_skin_tone:,neutral,neutral,0.5365087985992432,0.5365087985992432,0,0.0,objective,objective,0.8027769581928211,0.8525109320563585,0,0.049733973863537395
80,9.305969927906673e+17,131,Singapore Government can do something about the MRT issues. Is causes us a headache. We Singaporean are late for work every time.,singapore government can do something about the mrt issues. is causes us a headache. we singaporean are late for work every time.,negative,negative,0.98408704996109,0.9902237057685852,0,0.006136655807495228,subjective,subjective,1.0,1.0,0,0.0
81,9.305961659800084e+17,132,"LATEST! East West Line DELAY



Due to TRAIN FAULT near Joo Koon, pls expect additional 30MINS travelling time from Jurong East to Tuas Link



Free public buses available between Jurong East &amp; Tuas Link","latest! east west line delay



due to train fault near joo koon, please expect additional 30mins travelling time from jurong east to tuas link



free public buses available between jurong east &amp; tuas link",negative,negative,0.9366173148155212,0.975828230381012,0,0.03921091556549072,objective,objective,0.9778835221330704,0.9994728977411685,0,0.02158937560809815
82,9.305946080351476e+17,133,"Quick question, will the train be free if got delay?","quick question, will the train be free if got delay?",neutral,neutral,0.7586450576782227,0.7586450576782227,0,0.0,objective,objective,0.9950866748245352,0.772398450889552,0,-0.22268822393498322
83,9.305941849012264e+17,134,fml finally decide to leave house earlier then train delay this is why i will never love this country and it's general inefficiency at doing anything but holding elections,fuck my life finally decide to leave house earlier then train delay this is why i will never love this country and it's general inefficiency at doing anything but holding elections,negative,negative,0.9379110336303712,0.9610452055931091,0,0.023134171962737926,subjective,subjective,1.0,1.0,0,0.0
