,Unnamed: 0,unified_text,polarity,subjectivity,polarity_confidence,subjectivity_confidence,id
29,79,@_zhrhx I hope ur train kena breakdown again :beaming_face_with_smiling_eyes:,positive,objective,0.6554248332977295,0.9831535518298115,9.356679285060444e+17
30,80,Train fault...,negative,subjective,0.6574624180793762,0.9438212911676155,9.36e+17
31,81,"Bad hair day, train delay, late for work! Awesome! :clapping hands:",positive,objective,0.8855091333389282,0.9982788239192459,9.353449727226634e+17
32,83,basically the only idiot that doesn’t take the time sheet for train delay is me la,negative,subjective,0.9185149669647217,1.0,9.338546691677633e+17
33,84,already late and this train delay adding on la,negative,subjective,0.8952094912528992,0.9123395619920585,9.338518273128691e+17
34,85,"Was working when one female commuter asked, 'Got train breakdown?'

That made me laughed xD",negative,subjective,0.4878774583339691,1.0,9.336762569351411e+17
35,86,then later the mrt delay/stuck bcos of some nonsense LOL https://t.co/J3xMthxcZi,negative,subjective,0.7517839074134827,0.9230766558542756,9.336095233395999e+17
36,87,"No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our stars. We love the support shown at the #whileweareyoung8 roadshow! https://t.co/vi5XdyzrCV",negative,subjective,0.6760779023170471,1.0,9.335787150611416e+17
37,88,Track fault near Juromg or something according to the MRT intercom thing,neutral,subjective,0.6394563317298889,0.9997804968475247,9.332725919717704e+17
38,89,train fault fuck.,negative,subjective,0.9578123688697815,0.785058303071088,9.329662007446118e+17
39,90,Today lucky coz mrt breakdown when I'm reaching home :smiling_face:️:smiling_face:️:smiling_face:️,positive,subjective,0.4419180154800415,1.0,9.326022440583823e+17
40,91,Fix the train system first ... https://t.co/XXcJ9ly7W8,neutral,objective,0.8532571196556091,0.9929628898521958,9.319149504523059e+17
41,92,"@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead is still at the next station"" fault, etc.",negative,subjective,0.999464213848114,1.0,9.315324905979945e+17
42,93,think even thomas the train moves faster :crying_face: i’m late for my appointment speed a lil up please :frowning_face:️,negative,objective,0.42598581314086914,0.9716045617094095,9.314332149413357e+17
43,94,if the train is going to stop for more than 10 minutes at one stop im gng to b late,negative,subjective,0.8466325402259827,0.9832185546313361,9.31306406216589e+17
44,95,I hope u enjoy too ^^ and don't be angry at the MRT fault today :sleepy_face:,negative,subjective,0.9874375462532043,1.0,9.311911331950674e+17
45,96,I do not know train fault. You've been over time,neutral,objective,0.8809565901756287,0.50659390951151,9.311786753948467e+17
46,97,LATEST! North East Line resume normal service after train fault,negative,subjective,0.9405481815338135,0.9976178270724617,9.311331915905147e+17
47,98,Train breakdown? What's new? https://t.co/opayLBhE5K,neutral,subjective,0.9880181550979614,0.9969018042326502,9.311272438241729e+17
48,99,Casting this RPL APAC match in abit but I could be late due to train breakdowns everywhere in Singapore :grinning_face_with_sweat: https://t.co/069OkdOfCu,neutral,subjective,0.6993474364280701,1.0,9.31125413362856e+17
49,100,"Funniest shit is that Smrt Kena fuck because of sbs train fault today

HAHAHAHAHAHAHAHA",negative,subjective,0.9907076358795166,0.9999048622456491,9.311244511895183e+17
50,101,Another mrt breakdown. :face_screaming_in_fear: https://t.co/Hd8fLjbImY,neutral,subjective,0.9435194730758667,0.8353152316651145,9.311200154277806e+17
51,102,"LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault



Free buses available between Outram Park &amp; Farrer Park",negative,subjective,0.7193400263786316,1.0,9.311164114301215e+17
52,103,Train signalling fault again.... really????? @SMRT_Singapore,negative,objective,0.9181540608406067,0.9999999989394008,9.311154404320787e+17
53,104,@SMRT_Singapore Please f update your social media on any train fault,negative,subjective,0.8555068969726562,0.5249537291213703,9.311132523769281e+17
54,105,Whole week of breakdown countrywide!! Gotta love the train system in Singapore! https://t.co/3Kgl4btZ60,positive,objective,0.9932461977005005,0.9917222090599688,9.311123365798994e+17
55,106,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park &amp; Farrer Park on the North East Line",negative,subjective,0.865822970867157,0.9999185770680297,9.311113722297713e+17
56,107,"Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Train delay uh ... nevermind lah”",negative,subjective,0.9467898011207581,1.0,9.311113005617152e+17
57,108,Wtf did the train breakdown at Harbourfront............ come on now SMRT get your shit tgt,negative,subjective,0.9005998969078064,0.9656107241435078,9.311100941917266e+17
58,109,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on the entire North East Line",negative,subjective,0.9087819457054138,0.9999969971288507,9.311089516214354e+17
59,110,Focking ell mate. NEL delayed to due train fault.,negative,objective,0.9918754696846008,0.9999999861480577,9.311060921881805e+17
60,111,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 10MINS travelling time in the direction of PUNGGOL",negative,objective,0.9087819457054138,0.5555914115280316,9.311059865253272e+17
61,112,"NEL train fault, no service from either directions while they fix the problem?¿?",negative,subjective,0.9939271807670593,1.0,9.311045904596746e+17
62,113,Can someone fix the MRT!!!,negative,objective,0.5793130397796631,0.9989321919943164,9.31098136176554e+17
63,114,Mrt please stop delaying again I dont want to be late for school,negative,subjective,0.9391283392906189,1.0,9.309751267990528e+17
64,115,Wahhhhh. Fucking train fault,negative,objective,0.9986384510993958,0.9999978076950956,9.309706200403968e+17
65,116,Train got fault is one problem. The other problem now is your grammar also got fault https://t.co/ECkcWhHDun,negative,subjective,0.9211670756340027,0.9388023118498349,9.308077469743022e+17
66,117,what is this smell lmao mrt nvr fail to amazed me,negative,subjective,0.9910658001899719,1.0,9.307923693849107e+17
67,118,@SMRT_Singapore Perhaps free MRT rides for everyone for the month of December considering how much inconvenience this is causing everyone? We can't constantly live our lives on the edge wondering if today's the day we'll get to work late.,negative,subjective,0.7466691136360168,1.0,9.307750041988465e+17
68,119,irritating gile pig pe train fault beh bus stop cramp nak mampos,negative,objective,0.9995405673980713,0.6964201395121804,9.30755833977172e+17
69,120,amazing @SMRT_Singapore after i survived a train fault in the morning the red line at home now broke down,negative,objective,0.4995466470718384,0.9990883259979145,9.307540121560064e+17
70,121,Everytg aint goin well for me today im pressed for time to go home but the train breakdown today is so bad it may take an additional one hour plus i only take 20 minutes to travel regularly wtf,negative,subjective,0.7009263038635254,1.0,9.307480828782674e+17
71,122,Government wants us to take public transport. But it always breaks down or delay our time. Look what happen now. People are injured due to the mrt incident. Please wake up our idea maybe:thinking_face:,negative,subjective,0.9230952858924866,1.0,9.307237399305665e+17
72,123,forever stuck in train fault,negative,objective,0.9628416895866394,0.8954126322447309,9.307113247906285e+17
73,124,Accidents just don't happen. They are a chain of critical events. So STOP being keyboard warriors if there is a train breakdown. It is not easy to change the mode of transport immediately but one can be calm and think of a way to travel and solve your problem.,negative,subjective,0.8221214413642883,1.0,9.306982456717024e+17
74,125,Signal test till train can collide :man_facepalming_light_skin_tone: https://t.co/2djcrZT5N5,neutral,objective,0.9645686745643616,0.9895234517941105,9.30646160863146e+17
75,126,"LATEST! East West Line DELAY



Due to TRAIN FAULT at Joo Koon, pls expect additional 10MINS travelling time from Boon Lay to Tuas Link",negative,subjective,0.8887593746185303,0.9999996912902136,9.3063404075076e+17
76,127,"LATEST! East West Line DELAY



Due to TRAIN FAULT near Joo Koon, pls expect additional 30MINS travelling time from Queenstown to Tuas Link



Free public buses available between Jurong East &amp; Tuas Link",negative,subjective,0.9366173148155212,0.9742661869468241,9.306091120558899e+17
77,128,"With the recent (almost) daily train breakdown announcement, my confidence of public transport system drops. #smrt",neutral,objective,0.5913145542144775,0.834738237060443,9.306076068753572e+17
78,129,why u wna do hands free gantries WHEN U CANT EVEN FIX UR TRAIN BREAKDOWNS FIRST THO,negative,subjective,0.9280151128768921,0.9999999985609933,9.306017227701123e+17
79,130,Late cause of the train... whats new:man_shrugging_light_skin_tone:,neutral,objective,0.5365087985992432,0.8027769581928211,9.305992407404952e+17
80,131,Singapore Government can do something about the MRT issues. Is causes us a headache. We Singaporean are late for work every time.,negative,subjective,0.9840870499610901,1.0,9.305969927906673e+17
81,132,"LATEST! East West Line DELAY



Due to TRAIN FAULT near Joo Koon, pls expect additional 30MINS travelling time from Jurong East to Tuas Link



Free public buses available between Jurong East &amp; Tuas Link",negative,objective,0.9366173148155212,0.9778835221330704,9.305961659800083e+17
82,133,"Quick question, will the train be free if got delay?",neutral,objective,0.7586450576782227,0.9950866748245352,9.305946080351475e+17
83,134,fml finally decide to leave house earlier then train delay this is why i will never love this country and it's general inefficiency at doing anything but holding elections,negative,subjective,0.9379110336303711,1.0,9.305941849012265e+17
84,135,WednesLate: zany_face: The MRT is very delayed when 3 stations are away: disappointed_face:,neutral,objective,0.8374283909797668,0.9999685809773865,9.305933779841966e+17
85,136,"LATEST! East West Line DELAY



Due to TRAIN FAULT near Joo Koon, pls expect additional 20MINS travelling time from Jurong East to Joo Koon",negative,objective,0.9366173148155212,0.9956043454959854,9.30593174719836e+17
86,137,tfw when you wake up earlier to get to work earlier but nope train breakdown,negative,subjective,0.5928321480751038,1.0,9.305911943540858e+17
87,138,WHY TRAIN FAULT PPL STILL SO MANY BOARD AT SERANGOON?????,negative,subjective,0.842208743095398,0.9997599011065477,9.305875601532682e+17
88,139,Now is CCL MRT problem.  Singaporean going to late for work again. Haha blame government.,negative,objective,0.9736037850379944,0.9999999516259966,9.305821131070628e+17
89,140,Pang kang lo! Please no train delay and please let me get all yes responses from tmr onwards. so tired of getting rejected https://t.co/GqgU155TCp,negative,subjective,0.9972201585769653,1.0,9.303948007752416e+17
90,141,Train fault. Daily routine.,negative,objective,0.5421146154403687,0.5078513406012604,9.302240975937618e+17
91,142,Train fault at NSL again.,neutral,subjective,0.5062490105628967,0.6228278762437505,9.302163872172563e+17
92,143,I wanna punch the whoever operating the mrt ..every Monday late,negative,subjective,0.5215114951133728,1.0,9.298767485351772e+17
93,144,Jn mrt breakdown is so jialat...haiz,neutral,subjective,0.4382111728191376,0.6365649685162325,9.290185309341121e+17
94,145,train fault wtf,negative,objective,0.92014080286026,0.8329177937040606,9.289923891837377e+17
95,146,"Trapped inside a train near at Outram Park due to train fault, doors open after 10mins, need to alight and take bus.

Good work SMRT!:metro:



#rainyday #trainfault @SMRT_Singapore #outrampark https://t.co/5bHBO28m3T",negative,objective,0.9206958413124084,0.9999999999999969,9.28991100169216e+17
96,147,"@SMRT_Singapore Train fault again at EW Line, passengers need to alight at next station, wondering what kind of maintenance work SMRT doing daily?",negative,subjective,0.9898596405982971,0.8604385772340001,9.289828837961073e+17
97,148,early in th morning already stuck w th train fault ahahahahaha should have just cab to work earlier :anxious_face_with_sweat:,negative,objective,0.9822705388069153,0.9921747030627549,9.287464125772104e+17
98,149,"Boss : rain so heavy!! Go home later mrt breakdown

Me : don't you dare say!!!!



At the mrt 

Because of train fault bugis to paya lebar extra 15 mins :tired_face::tired_face::tired_face::tired_face::tired_face::tired_face:",negative,subjective,0.8397022485733032,1.0,9.285536611390546e+17
99,150,@SMRT_Singapore Altot train not totally breakdown. But delay up to 15 -20 mins is very often. Pls improve. It happens regularly. Almost weekly.,negative,subjective,0.9529940485954285,1.0,9.284289924528988e+17
100,151,Save me la late because of the stupid mrt again.. :slightly_smiling_face:,negative,subjective,0.9999290704727173,1.0,9.284197661710829e+17
101,152,merepek on train forever delay sia,negative,subjective,0.9146644473075867,0.9943578864989401,9.284064168004568e+17
102,153,Peak hour and have to wait for the mrt for 5 mins omg. Late for bus liao zz,negative,objective,0.97230464220047,0.9999644097539016,9.280530650762609e+17
103,154,why tf did I even have a sudden breakdown in the train earlier on,negative,subjective,0.7341371774673462,1.0,9.274022458087342e+17
104,155,Train delay sucks,negative,subjective,0.9999868869781494,0.9872794141965071,9.273449660739256e+17
105,156,@SMRT_Singapore Where is the announcement. Admiralty to Bishan take more than 50 mins. Still moving slow. Train fault? Is signalling fault!!,negative,objective,0.9972827434539795,0.9949482959422864,9.273421409584497e+17
106,157,LATEST! East West Line train service resumed from earlier track fault,negative,objective,0.7502470016479492,0.914934507165292,9.267136652265472e+17
107,158,"Nice :) , train delay how the fuck am i supposed to go work",negative,subjective,0.924720048904419,0.8688626428472046,9.266259057613331e+17
108,160,"LATEST! Punggol East LRT



There is NO train service on entire Punggol East LRT due to power fault. Free buses available",negative,subjective,0.8870516419410706,0.9999989394650596,9.260051055681126e+17
109,161,@SMRT_Singapore #TIL that miracles happen. The train moved 2 mins after the conductor mentioned that there was going to be a 5 mins delay :folded_hands: #blessed,negative,objective,0.6103090643882751,0.9999999994319428,9.256780401509745e+17
110,162,smrt fix yr damn train pls,negative,subjective,0.6864587068557739,0.6358136309823491,9.252859925038121e+17
111,163,Train fault between Pasir Ris and Tanah Merah. https://t.co/bCVVMS8HZN,neutral,subjective,0.9503242373466492,0.5563169102829274,9.252222878837144e+17
112,164,Babi for a moment i thought the mrt breakdown :weary_face:,negative,subjective,0.45574551820755005,0.7007705982091248,9.249319707940782e+17
113,165,He can give the commuters the entertainment whenever there's a mrt breakdown https://t.co/Kcqxtx0NIt,neutral,subjective,0.9485589861869812,1.0,9.249223653094154e+17
114,166,"Tomorrow all RP students late, not cos of MRT...



Faci: Why you all late.

Students: https://t.co/JP6R7ihdPd",neutral,subjective,0.7964774370193481,1.0,9.24604438236373e+17
115,167,Every sunday late cause buses and mrt cmi:/,negative,subjective,0.5794475078582764,0.9576100178738115,9.244017007266447e+17
116,168,MRT Breakdown. Confirm Downtown line ramai orang. Is okay. Bus it is and lemme sambung my sleep for another hour.,negative,subjective,0.7827468514442444,1.0,9.236882719718893e+17
117,169,I hate it when I'm already late and all the bus and mrt became late too,negative,subjective,0.9957095384597778,1.0,9.236873474508675e+17
118,170,Train fault is a new excuse of reaching office late,negative,subjective,0.9064081311225891,0.9924873453725785,9.23679003818451e+17
119,171,Additional travelling time due to track fault. Buses are more reliable than train. #smrt https://t.co/tItY4BTgLE,negative,objective,0.632792592048645,0.9851683790982707,9.236740654657864e+17
120,172,Train breakdown again.,neutral,subjective,0.42835819721221924,0.6443778622427105,9.231467339781284e+17
121,173,"""Singapore has most powerful passport in the world""



Comment section: MRT MRT breakdown breakdown xenophobia no money travel wayang lousy https://t.co/5Ty954HBWp",negative,subjective,0.9353011250495911,0.9977507422489574,9.230673652767949e+17
122,174,Travelling to Bishan MRT (south bound)is still acceptable. Not sure where the track fault is but trains moving slowly on approach Bishan.,negative,objective,0.8435823917388916,0.9998619322997591,9.22994529094869e+17
123,175,NSL again problems. Train fault. Can proposed introduction of COE for train at 10 year? Haha. Government any solution.,negative,objective,0.6225922107696533,0.9999984329181361,9.229616679393729e+17
124,176,This type of timing also can train fault..,negative,objective,0.8021053075790405,0.7730459363802791,9.229520664897536e+17
125,177,sucks when th train’s fucked up &amp; is delayed but they don’t issue an official letter of delay cos it isn’t a train fault,negative,subjective,0.9997866749763489,1.0,9.226278696956068e+17
126,178,@SMRT_Singapore great day to start ahead with signalling fault on EWL! Only announced in the train but not in Twitter or any where else.,positive,objective,0.7503581643104553,0.9999999953231511,9.226271093772819e+17
127,179,Massive train delay on EW line and no one is reporting about it. 15 min and counting. cc @SMRT_Singapore https://t.co/e9blAbtXrI,negative,subjective,0.9929748773574829,1.0,9.226266146842911e+17
128,180,"I've never been stuck in a train fault, I don't plan for that to change today, SMRT move your ass.",negative,subjective,0.9987670183181763,1.0,9.213813930321265e+17
129,181,OMG another train fault!! @SMRT_Singapore,negative,objective,0.9283639192581177,0.9994151009310023,9.213182602089432e+17
130,182,Train fault again.. time to use the E scooter..,negative,objective,0.721277117729187,0.996086276143986,9.213174543236504e+17
131,183,can the train make a move already!!!I'm gonna be late for work kkk,positive,objective,0.4960487484931946,0.9999989922233559,9.213038298485882e+17
132,185,Will always have a train fault. 10mins is still precious to me. Its not just “10mins”,negative,subjective,0.9705092310905457,1.0,9.200763280695789e+17
133,186,Early morning train fault at Yew Tee. Can government do something about it?,neutral,subjective,0.6095715761184692,1.0,9.200631772278702e+17
134,189,Lol well done DTL train fault on day 1,negative,objective,0.7125717401504517,0.9289852846407476,9.194438766575041e+17
135,190,Thought: suing smrt for emotional distress for evERY TIME THE BLOODY TRAIN STALLS BECAUSE OF A TRACK !! FAULT!!,negative,subjective,0.7695698738098145,0.9999999999988389,9.194384402900664e+17
136,191,What?! There’s a train fault at the Downtown Line open house?!,negative,subjective,0.5119234323501587,0.754866433663446,9.19427800678797e+17
137,192,"@LTAsg can someone look into @SMRT_Singapore train issue along NSL. Train always delay and no announcement, etc. Repeated and repeated.",negative,objective,0.9551078081130981,0.9999988226139431,9.186421963617773e+17
138,193,"MRT NSL line, problems. So slow. Government do something. It is affecting our life. So many fault nowadays.",negative,subjective,0.991526186466217,1.0,9.186223120097321e+17
139,194,"While it’s great we’re walking vehicles through a miniature ERP, can @LTAsg spend more time helping @SMRT_Singapore fix the train system? https://t.co/8HbPprIDJ4",positive,subjective,0.8973972201347351,1.0,9.184655224081613e+17
140,195,Guess it ain’t too late to seek a resolve for the MRT scandal… although better transparency should have been the aim from the very start.,negative,subjective,0.6881093978881836,1.0,9.184337813374074e+17
141,196,ya fkin great! why is it that everytime i wanna take the train. There’s always a breakdown or the train takes 10mins or more to come ccb,positive,subjective,0.5440497398376465,1.0,9.183442787361752e+17
142,197,@SMRT_Singapore #NSL Y train moving slow and delay again?!,negative,objective,0.9496676325798035,0.9999999999006774,9.182760275032064e+17
143,198,Oh I think i am in a major train delay 10 mins and I am still waiting for a train in city hall,negative,subjective,0.9811431169509888,1.0,9.18030454766297e+17
144,199,wake up early for sch also still late cos of the bloody train :unamused_face:,negative,objective,0.862684965133667,0.997625633326037,9.179186525103473e+17
145,200,What’s with the train fault at this hours wtffff I wanna go home right now fml smrt,negative,subjective,0.9944584369659424,1.0,9.177722351835955e+17
146,201,"@PiyushGoyalOffc Resp Sir, cn we plz expect any kind of communication when a train is running late, tht 2 SHATABDI fr which v pay Rs.1000",negative,subjective,0.6461942195892334,1.0,9.174050022844909e+17
147,202,"Mrt delay, Bus delay because of this I also delay to school :man_facepalming_medium_skin_tone:.",negative,subjective,0.9447267055511475,1.0,9.172590199909498e+17
148,203,it's good that all the kids are still taping and clearly the breakdown,neutral,objective,0.6614219546318054,0.9919742997019939,9.168389455094333e+17
149,204,mrt still breakdown to ...,neutral,objective,0.5057998895645142,0.9167938948052979,9.168335227189576e+17
150,205,wa train breakdown -):,neutral,subjective,0.6338398456573486,0.9967085339002878,9.166780178789663e+17
151,206,the train fault???? is????? https://t.co/byFmcz5lMq,neutral,subjective,0.8771885633468628,0.5617004664421141,9.166760674730312e+17
152,207,Singaporean Horror Story: Train Fault https://t.co/xCsX7XgZ47,neutral,objective,0.810763955116272,0.9980948131732021,9.166650889200024e+17
153,208,after train fault... there’s an accident over @ orchard boulevard.. :loudly_crying_face::broken_heart:,negative,objective,0.8285728096961975,0.9999999999946567,9.166648304040714e+17
154,209,Seeing the train delay made me glad I spent my day mostly at the east,negative,subjective,0.6011731028556824,1.0,9.166553725254616e+17
155,210,Mrt breakdown what the fuck?,negative,objective,0.9018656611442566,0.9995939965693397,9.166474918937272e+17
156,211,k lol obviously i was full of rage and angst cos of the train fault https://t.co/MUjNGA7faX,neutral,subjective,0.7877247333526611,0.999999994648469,9.166419814884393e+17
157,212,Train fault again! :loudly_crying_face::loudly_crying_face::loudly_crying_face: free bus got lost!! Wth! :unamused_face::unamused_face::unamused_face:,negative,objective,0.948763906955719,0.9045643282636479,9.16634030329684e+17
158,213,train fault always happens when i need to travel from point A to B zz,negative,subjective,0.9377724528312683,0.9999665051952421,9.166230183354122e+17
159,214,Train breakdown again?,neutral,subjective,0.7726793885231018,0.8416231342496624,9.166161599564269e+17
160,215,"I feel bad huhu. I'm late, Koya is already at the meeting place. 30minutes pa tong my flight. Taena kasi ng train eh. Kakatantrums",negative,subjective,0.6433103084564209,1.0,9.166046782253299e+17
161,216,Got so suay anot? Went compass one to get lunch. Now im stuck due to train fault.,negative,objective,0.9952900409698486,0.9999975852430021,9.165291573197946e+17
162,217,"Train fault btwn CKK &amp; JRE. At least is interesting to see train launch frm bishan depot,coming to Bishan NB platform in the Opp direction.",neutral,objective,0.672013521194458,0.9717229963803599,9.155195039658883e+17
163,218,Went out extra early today for work and wow late again thanks ah train delays,negative,subjective,0.8380208611488342,0.9995121241588772,9.15384669885014e+17
164,219,Train delayed again and I'm gonna be late for work,negative,subjective,0.8529666662216187,1.0,9.153725347107552e+17
165,220,fucked up sia train fault at this timing,negative,subjective,0.9634724855422974,0.9999799958886398,9.150882277483438e+17
166,221,Kimak is it train breakdown djshdndjdx,neutral,subjective,0.4480441212654114,1.0,9.143767816159232e+17
167,223,Pardon? Train fault again? :persevering_face:,negative,subjective,0.7681734561920166,0.9983271765221958,9.135399566387487e+17
168,224,Did I overslept the train fault again :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: https://t.co/x56xlKZq3g,negative,subjective,0.5121549963951111,1.0,9.132028835159736e+17
169,225,my entire platoon chao geng because of the train breakdown from pasir ris to tampines,negative,subjective,0.5396111607551575,0.9999984020091411,9.131878173033144e+17
170,228,train fault on the EW line? :thinking_face:,negative,subjective,0.6401854753494263,0.872022024968394,9.121354107671183e+17
171,229,Downtown line... WAAAIIIII  u fail me this morning. Say train will remain at station for awhile... it's been 10frigging mins!,negative,subjective,0.9081017374992371,1.0,9.121138550603694e+17
172,230,everyday i pray mrt won't malfunction cos either i will late asf or i will fkin spend $50^ on cab. I DID NOT WAKE UP EARLY FOR THIS SHIT OK,negative,subjective,0.864526093006134,1.0,9.121054271055708e+17
173,231,"Why u late?

Cause train moving too slow..",negative,subjective,0.9873403906822205,0.9243041461840825,9.117713351471923e+17
174,232,Omg train jgn buat perangai please i dont want to be late for work again :crying_face:,negative,subjective,0.8726133704185486,0.8151947783737502,9.114319865138217e+17
175,233,I was about to fall in the train because my legs become jelly :upside-down face: Thanks to the delay,negative,subjective,0.6086492538452148,1.0,9.112164704109363e+17
176,234,"Could have taken bus but genius me thought ""1 stop only aiya just take train"" CIBAI 1 stop also i kena all this train fault shit",negative,subjective,0.8532803058624268,1.0,9.11203558577496e+17
177,235,Train fault train fault nabei 够 liao sia since June train fault until i pass away also train fault,negative,subjective,0.9860155582427979,0.999495833744266,9.112027243430381e+17
178,236,LUL i first time take mrt already got breakdown ... wtf smrt really,negative,objective,0.9559109210968018,0.9999950023520584,9.110324392537702e+17
